Rank,Time,"Surname, first name "
1778,46:18:52 h ," Drechsler, Jean-Michel"
1779,46:20:41 h ," Ahn, Byeong-Sik"
1780,46:21:49 h ," Dugandzic, Marko"
1781,46:22:34 h ," Mimura, Norio"
1782,46:22:46 h ," Pereira, Jose"
1783,46:23:26 h ," Marques Sula, Caroline"
1784,46:23:36 h ," Daunay, Bruno"
1785,46:24:10 h ," Griffaton, Pierre"
1786,46:26:23 h ," Gulie, Radu"
1787,46:26:24 h ," Dirvareanu, Roxana Gabriela"
1788,46:48:44 h ," Tazo, Masahiro"
1789,47:11:53 h ," Suyama, Tomio"
